ID	Traditional	Simplified	Pinyin	POS	Meaning	Tags
B1L13-I-17	門口	门口	ménkǒu	N	gate, entrance	
B1L13-I-18	西班牙	西班牙	Xībānyá		Spain	
B1L13-I-19	生日快樂	生日快乐	shēngrì kuàilè		Happy Birthday.	
B1L13-I-20	我就是	我就是	wǒ jiù shì		(said of self on the phone) This is s/he speaking.	
B1L13-I-21	好久不見	好久不见	hǎojiǔ bùjiàn		long time no see	
B1L13-I-22	不必客氣	不必客气	búbì kèqì		No need to stand on formalities, i.e., It's my pleasure.	
B1L13-I-23	太客氣	太客气	tài kèqì		That's very kind of you.	
B1L13-II-01	禮物	礼物	lǐwù	N	gift, present	
B1L13-II-02	今年	今年	jīnnián	N	this year	
B1L13-II-03	訂	订	dìng	V	to order (something in advance)	
B1L13-II-04	了	了	le	Ptc	verbal particle indicating a completed action	
B1L13-II-05	豬腳	猪脚	zhūjiǎo	N	pork knuckles	
B1L13-II-06	麵線	面线	miànxiàn	N	extra fine noodles	
B1L13-II-07	蛋	蛋	dàn	N	egg	
B1L13-II-08	一點	一点	yìdiǎn	Vs	a little, some	
B1L13-II-09	傳統	传统	chuántǒng	N	tradition, customs	
B1L13-II-10	年輕	年轻	niánqīng	Vs	young	
B1L13-II-11	蛋糕	蛋糕	dàngāo	N	cake	
B1L13-II-12	對	对	duì	Prep	to	
B1L13-II-13	祝	祝	zhù	V	to wish (somebody happiness, good luck, etc.)	
B1L13-II-14	哪裡，哪裡	哪里，哪里	Nǎlǐ, nǎlǐ		Don't mention it. It's my pleasure.	
B1L13-II-15	大部分	大部分	dà bùfèn		most(of), mostly	
B1L13-II-16	萬事如意	万事如意	wànshì rúyì		May everything go your way.	
B1L13-II-17	心想事成	心想事成	xīnxiǎng shìchéng		May all your wishes come true.	
B1L14-I-01	天氣	天气	tiānqì	N	weather	
B1L14-I-02	冷	冷	lěng	Vs	cold	
B1L14-I-03	風	风	fēng	N	wind	
B1L14-I-04	滑雪	滑雪	huáxuě	V-sep	to ski	
B1L14-I-05	春天	春天	chūntiān	N	spring (season)	
B1L14-I-06	想	想	xiǎng	Vst	to miss (someone)	
B1L14-I-07	新年	新年	xīnnián	N	New Year	
B1L14-I-08	快	快	kuài	Adv	soon	
B1L14-I-09	父母	父母	fùmǔ	N	parents	
B1L14-I-10	冬天	冬天	dōngtiān	N	winter (season)	
B1L14-I-11	明年	明年	míngnián	N	next year	
B1L14-I-12	秋天	秋天	qiūtiān	N	autumn (season)	
B1L14-I-13	紅葉	红叶	hóngyè	N	red maple leaves	
B1L14-I-14	只	只	zhǐ	Adv	only, merely	
B1L14-I-15	玉山	玉山	Yùshān		Yu Shan (Mount Jade), tallest mountain in central Taiwan	
B1L14-I-16	紐約	纽约	Niǔyuē		New York	
B1L14-I-17	下雪	下雪	xiàxuě		to snow	
B1L14-I-18	十二月底	十二月底	shí'èryuè dǐ		the end of December	
B1L14-II-01	雨	雨	yǔ	N	rain	
B1L14-II-02	傘	伞	sǎn	N	umbrella	
B1L14-II-03	颱風	台风	táifēng	N	typhoon	
B1L14-II-04	要	要	yào	Adv	will, going to	
B1L14-II-05	夏天	夏天	xiàtiān	N	summer (season)	
B1L14-II-06	濕	湿	shī	Vs	wet	
B1L14-II-07	討厭	讨厌	tǎoyàn	Vs	annoying	
B1L14-II-08	新聞	新闻	xīnwén	N	news	
B1L14-II-09	更	更	gèng	Adv	even (more, less, etc.)	
B1L14-II-10	大家	大家	dàjiā	N	everyone	
B1L14-II-11	小心	小心	xiǎoxīn	Vs	to be careful, to take care	
B1L14-II-12	可怕	可怕	kěpà	Vs	scary	
B1L14-II-13	停	停	tíng	Vp	to stop	
B1L14-II-14	下雨	下雨	xiàyǔ		to rain	
B1L14-II-15	這次	这次	zhè cì		this time	
B1L14-II-16	上次	上次	shàng cì		last time	
B1L14-II-17	慢走	慢走	màn zǒu		Bye. Take care.	
B1L15-I-01	醫生	医生	yīshēng	N	doctor	
B1L15-I-02	一直	一直	yìzhí	Adv	continuously, all the way	
B1L15-I-03	流	流	liú	V	to flow	
B1L15-I-04	鼻水	鼻水	bíshuǐ	N	snot, nasal mucus, a running nose	
B1L15-I-05	頭	头	tóu	N	head	
B1L15-I-06	痛	痛	tòng	Vs	painful	
B1L15-I-07	胃口	胃口	wèikǒu	N	appetite	
B1L15-I-08	差	差	chā	Vs	poor, bad	
B1L15-I-09	喉嚨	喉咙	hóulóng	N	throat	
B1L15-I-10	發炎	发炎	fāyán	Vp-sep	to be inflamed	
B1L15-I-11	生病	生病	shēngbìng	Vp-sep	to fall ill	
B1L15-I-12	發燒	发烧	fāshāo	Vp-sep	to have a fever	
B1L15-I-13	感冒	感冒	gǎnmào	Vp	to catch/have a cold	
B1L15-I-14	藥	药	yào	N	medicine	
B1L15-I-15	藥局	药局	yàojú	N	pharmacy, drug store	
B1L15-I-16	拿	拿	ná	V	to get	
B1L15-I-17	把	把	bǎ	Ptc	disposal marker	
B1L15-I-18	水	水	shuǐ	N	water	
B1L15-I-19	休息	休息	xiūxī	Vi	to take a rest	
B1L15-I-20	睡覺	睡觉	shuìjiào	V-sep	to sleep	
B1L15-I-21	早一點	早一点	zǎo yìdiǎn		a bit earlier	
B1L15-II-01	臉色	脸色	liǎnsè	N	"a person's ""color"" (said of the face when healthy or sick, pleased or angry etc.)"	
B1L15-II-02	難看	难看	nánkàn	Vs	not to look good	
B1L15-II-03	肚子	肚子	dùzi	N	stomach, abdomen	
B1L15-II-04	吐	吐	tù	V	to throw up, to vomit	
B1L15-II-05	幾	几	jǐ	N	(a) few	
B1L15-II-06	次	次	cì	M	measure word for times, occurrences	
B1L15-II-07	陪	陪	péi	V	to go/stay with somebody, to accompany	
B1L15-II-08	看病	看病	kànbìng	V-sep	to see a doctor	
B1L15-II-09	健康	健康	jiànkāng	N	health	
B1L15-II-10	保險	保险	bǎoxiǎn	N	insurance	
B1L15-II-11	跟	跟	gēn	Prep	to	
B1L15-II-12	油	油	yóu	Vs	oily, greasy	
B1L15-II-13	冰	冰	bīng	Vs	icy	
B1L15-II-14	別	别	bié	Adv	don't (used in imperatives)	
B1L15-II-15	關心	关心	guānxīn	Vst	to be concerned about	
B1L15-II-16	包	包	bāo	M	measure word for bags, packages etc.	
B1L15-II-17	睡	睡	shuì	Vi	to sleep	
B1L15-II-18	小時	小时	xiǎoshí	N	hour	
B1L15-II-19	怎麼了	怎么了	zěnme le		What's wrong?	
B1L15-II-20	不用了	不用了	búyòng le		It's not necessary.	
B1L15-II-21	健康中心	健康中心	jiànkāng zhōngxīn		health center	
B1L15-II-22	回家	回家	huí jiā		go home	
B1L15-II-23	最好	最好	zuìhǎo		It would be best.../ (You) should...	
B2L01-I-01	走	走	zǒu	V	to get to	
B2L01-I-02	路人	路人	lùrén	N	someone; lit. a person on the street	
B2L01-I-03	幫忙	帮忙	bāngmáng	V	to help	
B2L01-I-04	迷路	迷路	mílù	V	to be lost, to have lost directions	
B2L01-I-05	下	下	xià	Det	next	
B2L01-I-06	路口	路口	lùkǒu	N	intersection	
B2L01-I-07	段	段	duàn	N	section	
B2L01-I-08	過	过	guò	V	to go pass, to cross	
B2L01-I-09	第	第	dì	Det	used to indicate ordinal numbers	
B2L01-I-10	紅綠燈	红绿灯	hónglǜdēng	N	traffic light	
B2L01-I-11	告訴	告诉	gàosù	V	to tell	
B2L01-I-12	提款機	提款机	tíkuǎnjī	N	ATM machine	
B2L01-I-13	超商	超商	chāo-shāng	N	convenience store	
B2L01-I-14	應該	应该	yīnggāi	Vaux	should; ought to	
B2L01-I-15	郵局	邮局	yóujú	N	post office	
B2L01-I-16	提	提	tí	V	to withdraw (money)	
B2L01-I-17	那邊	那边	nàbiān/nèibiān	N	over there, yonder	
B2L01-I-18	師大（師範大學）	师大（师范大学）	Shīdà (Shīfàn Dàxué)		NTNU (National Taiwan Normal University)	
B2L01-I-19	和平東路	和平东路	Hépíng Dōng Lù		Heping East Road	
B2L01-I-20	往前	往前	wǎng qián		forward, ahead	
B2L01-I-21	右轉	右转	yòu zhuǎn		to turn right	
B2L01-I-22	聽起來	听起来	tīng qǐlái		to sound, sound like	
B2L01-I-23	看見	看见	kànjiàn		to see, to have seen	
B2L01-II-01	下載	下载	xiàzài	V	to download	
B2L01-II-02	地圖	地图	dìtú	N	map	
B2L01-II-03	好用	好用	hǎoyòng	V	easy to use, handy	
B2L01-II-04	著	着	zhe	Ptc	a particle indicating progression or continuation of action	
B2L01-II-05	日用品	日用品	rìyòngpǐn	N	articles of daily use	
B2L01-II-06	經過	经过	jīngguò	V	to go past	
B2L01-II-07	巷子	巷子	xiàngzǐ	N	alley	
B2L01-II-08	餓	饿	è	V	hungry	
B2L01-II-09	一邊	一边	yībiān	Adv	indicates doing two things simultaneously, as, while	
B2L01-II-10	發現	发现	fāxiàn	V	to discover	
B2L01-II-11	離	离	lí	Prep	(away) from	
B2L01-II-12	背包	背包	bèibāo	N	backpack	
B2L01-II-13	正好	正好	zhènghǎo	Adv	just, happen to	
B2L01-II-14	最後	最后	zuìhòu	Adv	in the end, finally	
B2L01-II-15	枝	枝	zhī	M	measure word for pens	
B2L01-II-16	筆	笔	bǐ	N	pen	
B2L01-II-17	本	本	běn	M	measure word for books	
B2L01-II-18	本子	本子	běnzǐ	N	notebook	
B2L01-II-19	左轉	左转	zuǒ zhuǎn		to turn left	
B2L01-II-20	師大路上	师大路上	Shīdà Lù shàng		on Shida Road	
B2L01-II-21	麵店	面店	miàn diàn		noodle shop	
B2L02-I-01	還是	还是	háishì	Adv	should probably, alternatively, had better	
B2L02-I-02	早	早	zǎo	Vs	Good morning.	
B2L02-I-03	約	约	yuē	V	to invite someone to do something at a specific time	
B2L02-I-04	對面	对面	duìmiàn	N	on the other side of (something), opposite	
B2L02-I-05	直接	直接	zhíjiē	Adv	directly	
B2L02-I-06	不必	不必	búbì	Vaux	no need to, not necessary to	
B2L02-I-07	換	换	huàn	V	to transfer (transportation)	
B2L02-I-08	車站	车站	chēzhàn	N	bus station, train station	
B2L02-I-09	麻煩	麻烦	máfán	Vs	troublesome	
B2L02-I-10	趕快	赶快	gǎnkuài	Adv	right away; quickly (indicating urgency)	
B2L02-I-11	走	走	zǒu	Vp	to leave, to bid farewell	
B2L02-I-12	班次	班次	bāncì	N	number of scheduled runs (of trains, flights, boats, buses)	
B2L02-I-13	禮拜	礼拜	lǐbài	N	week	
B2L02-I-14	見	见	jiàn	V	to see	
B2L02-I-15	電腦展	电脑展	diànnǎo zhǎn		computer show	
B2L02-I-16	世貿展覽館	世贸展览馆	Shìmào Zhǎnlǎn Guǎn		World Trade Center Exhibition Hall	
B2L02-I-17	展覽館	展览馆	zhǎnlǎn guǎn		exhibition hall	
B2L02-I-18	台北101	台北101	Táiběi 101		Taipei 101, the tallest building in Taiwan. It was also the tallest building in the world from 2004 to 2010.	
B2L02-I-19	台北	台北	Táiběi		Taipei	
B2L02-I-20	2號線	2号线	èr hào xiàn		Line 2 (of the Taipei MRT)	
B2L02-I-21	別急	别急	bié jí		No need to hurry. Take your time.	
B2L02-II-01	飛機	飞机	fēijī	N	airplane	
B2L02-II-02	轉機	转机	zhuǎnjī	V-sep	to transport (flights)	
B2L02-II-03	機場	机场	jīchǎng	N	airport	
B2L02-II-04	巴士	巴士	bāshì	N	bus	
B2L02-II-05	市區	市区	shìqū	N	downtown	
B2L02-II-06	下	下	xià	V	to get off, alight, disembark	
B2L02-II-07	交通	交通	jiāotōng	N	transportation	
B2L02-II-08	便利	便利	biànlì	Vs	convenient, handy	
B2L02-II-09	到處	到处	dàochù	Adv	everywhere	
B2L02-II-10	路線	路线	lùxiàn	N	route	
B2L02-II-11	複雜	复杂	fùzá	Vs	complicated	
B2L02-II-12	輕鬆	轻松	qīngsōng	Vs	with ease	
B2L02-II-13	東部	东部	dōngbù	N	eastern part	
B2L02-II-14	海邊	海边	hǎibiān	N	seaside	
B2L02-II-15	島	岛	dǎo	N	island	
B2L02-II-16	搭	搭	dā	V	to take (bus, boat, plane, taxi, etc.)	
B2L02-II-17	船	船	chuán	N	boat, ship	
B2L02-II-18	地	地	de	Ptc	adverbial particle	
B2L02-II-19	美美	美美	Měiměi		Meimei, name of a girl	
B2L02-II-20	法國	法国	Fǎguó		France	
B2L02-II-21	歐洲	欧洲	Ōuzhōu		Europe	
B2L02-II-22	悠遊卡	悠游卡	yōuyóukǎ		EasyCard (MRT pass)	
B2L02-II-23	綠島	绿岛	Lǜdǎo		Green Island, to the southeast of the main island	
B2L02-II-24	東南邊	东南边	dōngnán biān		the southeast side of	
B2L02-II-25	好好地	好好地	hǎohǎo de		to do something properly	
B2L03-I-01	進步	进步	jìnbù	Vp	to make improvement, to progress	
B2L03-I-02	早	早	zǎo	Vs	early	
B2L03-I-03	考試	考试	kǎoshì	N	a test, examination	
B2L03-I-04	準備	准备	zhǔnbèi	V	to prepare, to get ready	
B2L03-I-05	考	考	kǎo	V	to take a test	
B2L03-I-06	聽寫	听写	tīngxiě	N	dictation	
B2L03-I-07	容易	容易	róngyì	Vs	easy	
B2L03-I-08	小學	小学	xiǎoxué	N	elementary school	
B2L03-I-09	漢字	汉字	hànzì	N	Chinese characters	
B2L03-I-10	高中	高中	gāozhōng	N	senior high school	
B2L03-I-11	過	过	guò	Ptc	a particle indicating experience	
B2L03-I-12	才	才	cái	Adv	just, only	
B2L03-I-13	說話	说话	shuōhuà	V-sep	to speak	
B2L03-I-14	不夠	不够	bùgòu	Adv	not quite, not...enough	
B2L03-I-15	流利	流利	liúlì	Vs	fluent	
B2L03-I-16	雖然	虽然	suīrán	Conj	although	
B2L03-I-17	環境	环境	huánjìng	N	environment, surroundings	
B2L03-I-18	同意	同意	tóngyì	Vst	to agree with	
B2L03-I-19	報紙	报纸	bàozhǐ	N	neswpapers	
B2L03-I-20	麵包	面包	miànbāo	N	bread	
B2L03-I-21	演講	演讲	yǎnjiǎng	N	a speech, a public lecture	
B2L03-I-22	噢	噢	òu	Ptc	Oh	
B2L03-I-23	活動中心	活动中心	huódòng zhōngxīn		activity center	
B2L03-I-24	想起來	想起来	xiǎng qǐlái		to have remembered	
B2L03-II-01	選	选	xuǎn	V	to select	
B2L03-II-02	作業	作业	zuòyè	N	homework, assignment	
B2L03-II-03	練習	练习	liànxí	V	to practice	
B2L03-II-04	半夜	半夜	bànyè	N	middle of the night, late at night	
B2L03-II-05	高興	高兴	gāoxìng	Vs	glad, pleased	
B2L03-II-06	平常	平常	píngcháng	Adv	usually	
B2L03-II-07	爬山	爬山	páshān	V-sep	to go hiking	
B2L03-II-08	認識	认识	rènshì	Vpt	to get to know someone	
B2L03-II-09	聊天	聊天	liáotiān	V-sep	to have a chat	
B2L03-II-10	文化	文化	wénhuà	N	culture	
B2L03-II-11	廣告	广告	guǎnggào	N	advertisement, commercial	
B2L03-II-12	位	位	wèi	M	measure word for people (polite form)	
B2L03-II-13	了解	了解	liǎojiě	Vst	to understand	
B2L03-II-14	生活	生活	shēnghuó	N	life	
B2L03-II-15	陽明山	阳明山	Yángmíng Shān		Yangming Mountain	
B2L03-II-16	外國人	外国人	wàiguó rén		foreigner	
B2L03-II-17	一些	一些	yìxiē		a little bit of, some, a fair amount of	
B2L04-I-01	高美玲	高美玲	Gāo Měilíng		Gao Meiling, a woman from France	
B2L04-I-02	打工	打工	dǎgōng	V-sep	to work part-time	
B2L04-I-03	主任	主任	zhǔrèn	N	director	
B2L04-I-04	介紹	介绍	jièshào	V	to introduce	
B2L04-I-05	歲	岁	suì	M	years of age	
B2L04-I-06	語言學	语言学	yǔyánxué	N	linguistics	
B2L04-I-07	經驗	经验	jīngyàn	N	experience	
B2L04-I-08	談	谈	tán	V	to talk over, to talk about, to discuss	
B2L04-I-09	當	当	dāng	V	to serve as	
B2L04-I-10	助教	助教	zhùjiào	N	teaching assistant	
B2L04-I-11	上午	上午	shàngwǔ	N	morning	
B2L04-I-12	除了	除了	chúle	Prep	except for, other than	
B2L04-I-13	年級	年级	niánjí	N	grade (year in school)	
B2L04-I-14	暑假	暑假	shǔjià	N	summer vacation	
B2L04-I-15	請教	请教	qǐngjiào	V	to ask, to inquire (polite form)	
B2L04-I-16	貴	贵	guì	Vs-attr	your (honorable)	
B2L04-I-17	薪水	薪水	xīnshuǐ	N	pay	
B2L04-I-18	算	算	suàn	V	to calculate	
B2L04-I-19	按照	按照	ànzhào	Prep	based on, in accordance with	
B2L04-I-20	教授	教授	jiàoshòu	N	professor	
B2L04-I-21	鐘點費	钟点费	zhōngdiǎnfèi	N	hourly pay	
B2L04-I-22	份	份	fèn	M	measure word for job	
B2L04-I-23	法文	法文	Fǎwén		French language	
B2L04-I-24	亞洲	亚洲	Yàzhōu		Asia	
B2L04-I-25	西班牙語	西班牙语	Xībānyá yǔ		Spanish language	
B2L04-I-26	英文	英文	Yīngwén		English language	
B2L04-I-27	三年級	三年级	sān niánjí		grade three (school or university)	
B2L04-II-01	法律	法律	fǎlǜ	N	law	
B2L04-II-02	夠	够	gòu	Vs-pred	enough	
B2L04-II-03	履歷表	履历表	lǚlìbiǎo	N	resume	
B2L04-II-04	面談	面谈	miàntán	N/Vi	to have an interview, interview	
B2L04-II-05	華僑	华侨	Huáqiáo	N	overseas Chinese	
B2L04-II-06	辦公室	办公室	bàngōngshì	N	office	
B2L04-II-07	談話	谈话	tánhuà	V-sep	to talk	
B2L04-II-08	情形	情形	qíngxíng	N	situation	
B2L04-II-09	適合	适合	shìhé	Vst	suitable for	
B2L04-II-10	說明	说明	shuōmíng	V	to explain	
B2L04-II-11	然後	然后	ránhòu	Adv	afterwards, and then	
B2L04-II-12	月底	月底	yuèdǐ	N	the end of a month	
B2L04-II-13	發	发	fā	V	to pay (wages)	
B2L04-II-14	馬上	马上	mǎshàng	Adv	immediately	
B2L04-II-15	答應	答应	dāyìng	V	to accept	
B2L04-II-16	順利	顺利	shùnlì	Vs	to go, to proceed, smoothly	
B2L04-II-17	黃	黄	Huáng		"a common Chinese family name, literally ""yellow"""	
B2L04-II-18	沒想到	没想到	méi xiǎngdào		unexpectedly, didn't expect	
B2L05-I-01	喜酒	喜酒	xǐjiǔ	N	wedding banquet, wedding reception	
B2L05-I-02	恭喜	恭喜	gōngxǐ	V	to congratulate	
B2L05-I-03	新娘	新娘	xīnniáng	V	bride	
B2L05-I-04	參加	参加	cānjiā	V	to attend	
B2L05-I-05	婚禮	婚礼	hūnlǐ	N	wedding ceremony	
B2L05-I-06	西裝	西装	xīzhuāng	N	a (western) suit	
B2L05-I-07	正式	正式	zhèngshì	Vs	formal	
B2L05-I-08	客人	客人	kèrén	N	guest	
B2L05-I-09	手	手	shǒu	N	hand	
B2L05-I-10	照相機	照相机	zhàoxiàngjī	N	camera	
B2L05-I-11	新郎	新郎	xīnláng	N	bridegroom	
B2L05-I-12	站	站	zhàn	Vi	to stand	
B2L05-I-13	白	白	bái	Vs	white	
B2L05-I-14	帥	帅	shuài	Vs	handsome, good looking (of men)	
B2L05-I-15	禮服	礼服	lǐfú	N	formal attire	
B2L05-I-16	座位	座位	zuòwèi	N	seat	
B2L05-I-17	看起來	看起来	kàn qǐlái		to look, it appears to me...	
B2L05-II-01	結婚	结婚	jiéhūn	Vp-sep	to get married to	
B2L05-II-02	日子	日子	rìzi	N	day	
B2L05-II-03	親戚	亲戚	qīnqī	N	relatives	
B2L05-II-04	熱鬧	热闹	rènào	Vs	to be boisterous, lively	
B2L05-II-05	慶祝	庆祝	qìngzhù	V	to celebrate	
B2L05-II-06	件	件	jiàn	M	measure word for clothing	
B2L05-II-07	喜事	喜事	xǐshì	N	an auspicious occasion, such as a wedding	
B2L05-II-08	請客	请客	qǐngkè	V-sep	to host a banquet, treat somebody to a meal	
B2L05-II-09	紅包	红包	hóngbāo	N	red envelope with cash gift	
B2L05-II-10	送	送	sòng	V	to give a gift, to send off, to see off	
B2L05-II-11	新人	新人	xīnrén	N	newlyweds (used only at a wedding)	
B2L05-II-12	喜宴	喜宴	xǐyàn	N	wedding banquet, wedding reception	
B2L05-II-13	敬酒	敬酒	jìngjiǔ	V-sep	to make a toast (alcoholic drinks)	
B2L05-II-14	大人	大人	dàrén	N	adult	
B2L05-II-15	小孩	小孩	xiǎohái	N	child, children	
B2L05-II-16	不得了	不得了	bùdéliǎo	Vs	very; extremely; indicates severity	
B2L05-II-17	另外	另外	lìngwài	Det	another	
B2L05-II-18	糖	糖	táng	N	candies	
B2L05-II-19	離開	离开	líkāi	Vp	to depart, to leave	
B2L05-II-20	句	句	jù	M	measure word for utterances	
B2L05-II-21	祝福	祝福	zhùfú	V	to give blessings to	
B2L05-II-22	話	话	huà	N	utterance, word	
B2L05-II-23	一會兒	一会儿	yìhuǐr		in a moment	
B2L05-II-24	有說有笑	有说有笑	yǒushuō yǒuxiào		laughing and joking	
B2L05-II-25	有吃有喝	有吃有喝	yǒuchī yǒuhē		an availability of food and drink	
B2L05-II-26	百年好合	百年好合	bǎinián hǎohé		century-long matrimony, i.e., to have a long happy marriage	
B2L05-II-27	早生貴子	早生贵子	zǎoshēng guìzǐ		May you soon bear a child! (a traditional exhortation given to newly-weds)	
B2L06-I-01	李東健	李东健	Lǐ Dōngjiàn		Li Dongjian, a man from Seoul	
B2L06-I-02	搬	搬	bān	V	to move to	
B2L06-I-03	河邊	河边	hé biān	N	riverside	
B2L06-I-04	公園	公园	gōngyuán	N	park	
B2L06-I-05	腳踏車	脚踏车	Jiǎotàchē	N	bicycle	
B2L06-I-06	正在	正在	zhèngzài	Adv	right in the middle of, currently engaged in	
B2L06-I-07	網站	网站	wǎngzhàn	N	website	
B2L06-I-08	資料	资料	zīliào	N	information	
B2L06-I-09	搬家	搬家	bān jiā	V-sep	to move (home)	
B2L06-I-10	近	近	jìn	Vs	near, close by	
B2L06-I-11	合約	合约	héyuē	N	contract, agreement	
B2L06-I-12	到期	到期	dàoqí	Vp	to expire	
B2L06-I-13	還好	还好	háihǎo	Adv	fortunately	
B2L06-I-14	光線	光线	guāngxiàn	N	natural lighting	
B2L06-I-15	重要	重要	zhòngyào	Vs	important	
B2L06-I-16	如果	如果	rúguǒ	Conj	if	
B2L06-I-17	別的	別的	biéde	Det	other	
B2L06-I-18	合適	合适	héshì	Vs	suitable	
B2L06-I-19	少	少	shǎo	Vpt	to lack	
B2L06-I-20	可惜	可惜	kěxí	Vs	to be a shame, a pity	
B2L06-I-21	放	放	fàng	V	to store, to leave at a place	
B2L06-I-22	兩邊	两边	liǎngbiān	N	both places	
B2L06-I-23	願意	愿意	yuànyì	Vaux	to be willing to	
B2L06-I-24	開	开	kāi	V	to drive	
B2L06-I-25	存	存	cún	V	to save	
B2L06-I-26	隨身碟	随身碟	suíshēndié	N	flash drive	
B2L06-I-27	什麼樣	什么样	shénmeyàng		what kind of	
B2L06-I-28	慢慢來	慢慢来	mànman lái		take your time	
B2L06-I-29	不急	不急	bùjí		don't rush, no hurry	
B2L06-II-01	相當	相当	xiāngdāng	Adv	fairly	
B2L06-II-02	自行車	自行车	zìxíngchē	N	bicycle	
B2L06-II-03	床	床	chuáng	N	bed	
B2L06-II-04	桌子	桌子	zhuōzi	N	desk, table	
B2L06-II-05	椅子	椅子	yǐzi	N	chair	
B2L06-II-06	家具	家具	jiājù	N	furniture	
B2L06-II-07	而且	而且	érqiě	Conj	also	
B2L06-II-08	吵	吵	chǎo	Vs	noisy	
B2L06-II-09	生活費	生活费	shēnghuófèi	N	living expenses	
B2L06-II-10	低	低	dī	Vs	low	
B2L06-II-11	留	留	liú	V/Vi	to stay, to leave behind	
B2L06-II-12	長	长	cháng	Vs	long	
B2L06-II-13	討論	讨论	tǎolùn	V	to have a discussion over, to go over with	
B2L06-II-14	社團	社团	shètuán	N	club, association	
B2L06-II-15	活動	活动	huódòng	N	activity	
B2L06-II-16	失望	失望	shīwàng	Vs	to be disappointed	
B2L06-II-17	放心	放心	fàngxīn	Vs-sep	not to worry, to rest asured	
B2L06-II-18	用	用	yòng	V	to use	
B2L06-II-19	首爾	首尔	Shǒu'ěr		Seoul	
B2L07-I-01	垃圾	垃圾	lèsè	N	garbage	
B2L07-I-02	倒	倒	dào	V	to throw out (garbage)	
B2L07-I-03	丟	丢	diū	V	to throw, to throw away (garbage)	
B2L07-I-04	收	收	shōu	V	to collect	
B2L07-I-05	以為	以为	yǐwéi	Vst	to assume wrongly	
B2L07-I-06	回收	回收	huíshōu	V	to recycle	
B2L07-I-07	規定	规定	guīdìng	N	rules, regulation	
B2L07-I-08	要不然	要不然	yàobùrán	Conj	otherwise	
B2L07-I-09	皮包	皮包	píbāo	N	purse	
B2L07-I-10	跑	跑	pǎo	Vi	to run	
B2L07-I-11	追	追	zhuī	V	to run after, to chase	
B2L07-I-12	有趣	有趣	yǒuqù	Vs	interesting	
B2L07-I-13	不壞	不坏	bù huài	Vs	not too bad	
B2L07-I-14	天天	天天	tiāntiān		every	
B2L07-I-15	汽水罐	汽水罐	qìshuǐ guàn		soda can	
B2L07-I-16	紙杯	纸杯	zhǐbēi		paper cup	
B2L07-I-17	放下	放下	fàngxià		put down	
B2L07-I-18	走出來	走出来	zǒu chūlái		to walk out of	
B2L07-I-19	怎麼辦	怎么办	zěnmebàn		what now?	
B2L07-II-01	聊	聊	liáo	V	to chat (about)	
B2L07-II-02	忽然	忽然	hūrán	Adv	suddenly	
B2L07-II-03	聲音	声音	shēngyīn	N	sound	
B2L07-II-04	奇怪	奇怪	qíguài	Vs	strange, odd	
B2L07-II-05	袋子	袋子	dàizi	N	bag	
B2L07-II-06	輛	辆	liàng	M	measure word for vehicles	
B2L07-II-07	一定	一定	yídìng	Vs-attr	fixed, set, at a certain...	
B2L07-II-08	地點	地点	dìdiǎn	N	location	
B2L07-II-09	為了	为了	wèile	Prep	to, for the sake of	
B2L07-II-10	保護	保护	bǎohù	V	to protect	
B2L07-II-11	分類	分类	fēnlèi	N	classification	
B2L07-II-12	利用	利用	lìyòng	V	to make use of	
B2L07-II-13	紙	纸	zhǐ	N	paper	
B2L07-II-14	瓶子	瓶子	píngzi	N	bottle	
B2L07-II-15	塑膠	塑胶	sùjiāo	N	plastic	
B2L07-II-16	資源	资源	zīyuán	N	resource	
B2L07-II-17	回收桶	回收桶	huíshōutǒng	N	recycling bin	
B2L07-II-18	城市	城市	chéngshì	N	city	
B2L07-II-19	聽見	听见	tīngjiàn		to hear, to have heard	
B2L07-II-20	開過來	开过来	kāi guòlái		to drive over	
B2L07-II-21	走過去	走过去	zǒu guòqù		to walk over	
B2L07-II-22	丟進去	丢进去	diū jìnqù		to throw into	
B2L07-II-23	路上	路上	lùshàng		on the street	
B2L08-I-01	功夫	功夫	gōngfū	N	kungfu, martial arts	
B2L08-I-02	叫	叫	jiào	V	to call (for someone's attention)	
B2L08-I-03	見	见	jiàn	Ptc	accomplishment conplete (in perception)	
B2L08-I-04	推	推	tuī	V	to push	
B2L08-I-05	體育館	体育馆	tǐyùguǎn	N	gym	
B2L08-I-06	太極拳	太极拳	tàijíquán	N	Tai Chi, shadow boxing	
B2L08-I-07	師父	师父	shīfù	N	(kungfu or other skill) master	
B2L08-I-08	天分	天分	tiānfèn	N	gift, talent	
B2L08-I-09	懂	懂	dǒng	Vpt	to understand, to comprehend	
B2L08-I-10	起來	起来	qǐlái	Vp	to wake up	
B2L08-I-11	動作	动作	dòngzuò	N	movement	
B2L08-I-12	輕	轻	qīng	Vs	light, effortless, gentle	
B2L08-I-13	腿	腿	tuǐ	N	leg	
B2L08-I-14	了	了	liǎo	Ptc	capability complement	
B2L08-I-15	下去	下去	xiàqù	Ptc	a temporal particle, meaning to continue with an action	
B2L08-I-16	興趣	兴趣	xìngqù	N	interest	
B2L08-I-17	借	借	jiè	V	to borrow	
B2L08-I-18	有天分	有天分	yǒu tiānfèn		to be gifted, talented	
