ID	Traditional	Pinyin	POS	Meaning
B2L12-I-01	新	xīn	Adv	newly
B2L12-I-02	開	kāi	V	to open (business)
B2L12-I-03	素食	sùshí	N	vegetarian food
B2L12-I-04	速食	sùshí	N	fast food
B2L12-I-05	錯	cuò	Vp	to be mistaken, wrong
B2L12-I-06	肉	ròu	N	meat
B2L12-I-07	欸	èi	Ptc	an interjection particle, calling for attention
B2L12-I-08	讓	ràng	V	to let, to make
B2L12-I-09	吃素	chīsù	V-sep	to be a vegetarian, to eat vegetarian food
B2L12-I-10	漢堡	hànbǎo	N	hamburger
B2L12-I-11	變	biàn	Vp	to become
B2L12-I-12	胖	pàng	Vs	fat
B2L12-I-13	素菜	sùcài	N	vegetarian food, dishes
B2L12-I-14	油膩	yóunì	Vs	oily, greasy
B2L12-I-15	樣	yàng	M	measure word for dishes, kinds
B2L12-I-16	好奇	hàoqí	Vs	curious, to wonder
B2L12-I-17	女孩	nǚhái	N	girl
B2L12-I-18	青菜	qīngcài	N	vegetables
B2L12-I-19	瘦	shòu	Vs	thin
B2L12-I-20	室友	shìyǒu	N	roommate
B2L12-I-21	豬肉	zhūròu	N	pork
B2L12-I-22	西方	xīfāng	N	the West, western
B2L12-I-23	完全	wánquán	Adv	completely
B2L12-I-24	鹹	xián	Vs	salty
B2L12-I-25	炸	zhá	V	to deep fry
B2L12-I-26	烤	kǎo	V	to grill, to roast, to BBQ
B2L12-I-27	沙拉	shālā	N	salad
B2L12-I-28	麥當勞	Màidāngláo		McDonald's
B2L12-I-29	速食店	sùshí diàn		fast food restaurant
B2L12-II-01	只要	zhǐyào	Conj	as long as
B2L12-II-02	討厭	tǎoyàn	Vst	to dislike
B2L12-II-03	餐	cān	M	measure word for meal
B2L12-II-04	宗教	zōngjiào	N	religion
B2L12-II-05	關係	guānxi	N	relationship
B2L12-II-06	薯條	shǔtiáo	N	French fries
B2L12-II-07	作法	zuòfǎ	N	way of doing something, e.g., cooking
B2L12-II-08	越	yuè	Adv	more
B2L12-II-09	簡單	jiǎndān	Vs	simple
B2L12-II-10	蒸	zhēng	V	to steam
B2L12-II-11	有機	yǒujī	Vs-attr	organic
B2L12-II-12	食品	shípǐn	N	food
B2L12-II-13	地球	dìqiú	N	the earth
B2L12-II-14	汙染	wūrǎn	N	pollution
B2L12-II-15	嚴重	yánzhòng	Vs	serious
B2L12-II-16	衛生	wèishēng	N	hygiene
B2L12-II-17	營養	yíngyǎng	N	nutrition
B2L12-II-18	什麼的	shénmede		things like (that); etc
B2L13-I-01	林愛麗	Lín Àilì		Lin Aili, a woman from Canada
B2L13-I-02	掉	diào	Vp	to lose
B2L13-I-03	低頭	dītóu	V-sep	to lower one's head
B2L13-I-04	傳	chuán	V	to send (text message, email)
B2L13-I-05	過	guò	Ptc	a phase particle indicating completion of an action
B2L13-I-06	簡訊	jiǎnxùn	N	text message
B2L13-I-07	功能	gōngnéng	N	function
B2L13-I-08	生氣	shēngqì	Vs-sep	to get angry at
B2L13-I-09	叫	jiào	V	to tell
B2L13-I-10	罵	mà	V	to yell at, to scold, to tell off
B2L13-I-11	健身房	jiànshēnfáng	N	gym
B2L13-I-12	啦	la	Ptc	a sentence-final particle indicating a question, 了+啊
B2L13-I-13	查	chá	V	to check, to look up (for information)
B2L13-I-14	班機	bānjī	N	flight
B2L13-I-15	訂位	dìngwèi	V-sep	to make reservations
B2L13-I-16	電	diàn	N	electric power
B2L13-I-17	充電	chōngdiàn	V-sep	to charge (the battery of an electronic device)
B2L13-I-18	糊塗	hútú	Vs	muddle-headed
B2L13-I-19	喔	ō	Ptc	a sentence-final particle indicating a suggestion
B2L13-I-20	義大利	Yìdàlì		Italy
B2L13-I-21	拿走	názǒu		to take away
B2L13-I-22	撿到	jiǎndào		to find something, to pick up
B2L13-I-23	留下	liúxià		to keep for oneself
B2L13-II-01	網路	wǎnglù	N	the internet
B2L13-II-02	發生	fāshēng	Vp	to happen
B2L13-II-03	事情	shìqíng	N	event, happening
B2L13-II-04	消息	xiāoxí	N	news, information
B2L13-II-05	透過	tòuguò	Prep	through
B2L13-II-06	世界	shìjiè	N	the world
B2L13-II-07	節省	jiéshěng	V	to save
B2L13-II-08	起床	qǐchuáng	Vp-sep	to get out of bed
B2L13-II-09	檢查	jiǎnchá	V	to check
B2L13-II-10	郵件	yóujiàn	N	mail
B2L13-II-11	立刻	lìkè	Adv	immediately
B2L13-II-12	上傳	shàngchuán	V	to upload, to post
B2L13-II-13	正常	zhèngcháng	Vs	to be normal
B2L13-II-14	談	tán	V	to talk over, to talk about, to discuss
B2L13-II-15	現代人	xiàndài rén		modern day people, people today
B2L13-II-16	比方說	bǐfāng shuō		for example
B2L13-II-17	做到	zuòdào		to be able to achieve, to succeed in doing
B2L13-II-18	第一手	dìyīshǒu		first hand
B2L13-II-19	急著	jízhe		in a hurry to
B2L13-II-20	打招呼	dǎ zhāohū		to greet someone; to say hello; to wave at someone
B2L13-II-21	面對面	miàn duì miàn		face-to-face
B2L14-I-01	將來	jiānglái	N	the future
B2L14-I-02	徵求	zhēngqiú	V	to seek, to invite applications for
B2L14-I-03	教師	jiàoshī	N	instructor
B2L14-I-04	認為	rènwéi	Vst	to have the opinion that, to think
B2L14-I-05	畢業	bìyè	Vp-sep	to graduate
B2L14-I-06	發展	fāzhǎn	V	to develop
B2L14-I-07	連	lián	Prep	even
B2L14-I-08	想法	xiǎngfǎ	N	thoughts, way of thinking, idea
B2L14-I-09	不但	búdàn	Conj	not only
B2L14-I-10	繼續	jìxù	Vaux	to continue
B2L14-I-11	使用	shǐyòng	V	to make use of, to use
B2L14-I-12	實現	shíxiàn	Vp	to come true, to realize
B2L14-I-13	招待	zhāodài	V	to entertain, to play host to
B2L14-I-14	研究所	yánjiùsuǒ	N	graduate school
B2L14-I-15	聚	jù	Vi	to get together
B2L14-I-16	香港	Xiānggǎng		Hong Kong
B2L14-I-17	上海	Shànghǎi		Shanghai
B2L14-I-18	說到	shuōdào		to mention
B2L14-I-19	念完	niànwán		to complete (an academic program)
B2L14-I-20	分公司	fēngōngsī		branch office
B2L14-I-21	捨不得	shěbùdé		reluctant to part with, hate to do something
B2L14-I-22	聚一聚	jù yí jù		get together
B2L14-II-01	當時	dāngshí	Adv	at that time
B2L14-II-02	聲調	shēngdiào	N	tones
B2L14-II-03	發音	fāyīn	N	pronunciation
B2L14-II-04	準	zhǔn	Vs	to be accurate
B2L14-II-05	企業	qìyè	N	enterprise
B2L14-II-06	管理	guǎnlǐ	N	management
B2L14-II-07	系	xì	N	academic department (of a university)
B2L14-II-08	經濟	jīngjì	N	economy
B2L14-II-09	幫助	bāngzhù	N	help
B2L14-II-10	有關	yǒuguān	Vst	to be related to
B2L14-II-11	語法	yǔfǎ	N	syntax, grammar
B2L14-II-12	研究	yánjiù	V	to do research in
B2L14-II-13	教書	jiāoshū	V-sep	to teach
B2L14-II-14	方法	fāngfǎ	N	method, approach
B2L14-II-15	目的	mùdì	N	goal, objective
B2L14-II-16	國際	guójì	Vs-attr	international
B2L14-II-17	翻譯	fānyì	N	translator, interpreter
B2L14-II-18	外交	wàijiāo	N	diplomacy, foreign affairs
B2L14-II-19	人員	rényuán	N	staff, personnel
B2L14-II-20	充實	chōngshí	V	to enrich, to strengthen
B2L14-II-21	專業	zhuānyè	N	profession, specialisation
B2L14-II-22	能力	nénglì	N	capacity, ability
B2L14-II-23	加拿大	Jiānádà		Canada
B2L14-II-24	企業管理系	qìyè guǎnlǐ xì		department of business management
B2L14-II-25	國際關係	guójì guānxì		international relations
B2L15-I-01	春節	chūnjié	N	the Lunar New Year, the Spring Festival
B2L15-I-02	伯伯	bóbo	N	(older) uncle, friends' fathers in general
B2L15-I-03	年夜飯	niányèfàn	N	Lunar New Year's Eve dinner
B2L15-I-04	打擾	dǎrǎo	V	to trouble (someone), to disturb
B2L15-I-05	女兒	nǚ'ér	N	daughter
B2L15-I-06	國外	guówài	N	abroad
B2L15-I-07	圍爐	wéilú	V-sep	for a family to gather over Lunar New Year's Eve dinner
B2L15-I-08	意思	yìsi	N	meaning
B2L15-I-09	全家	quánjiā	N	the entire family
B2L15-I-10	孩子	háizi	N	children
B2L15-I-11	吉祥	jíxiáng	Vs	auspicious
B2L15-I-12	年紀	niánjì	N	age
B2L15-I-13	過年	guò nián		to celebrate the Lunar New Year
B2L15-I-14	除夕夜	chúxì yè		Lunar New Year's Eve
B2L15-I-15	睡著	shuìzháo		to fall asleep
B2L15-I-16	壓歲錢	yāsuìqián		New Year's Eve money
B2L15-I-17	恭喜發財	gōngxǐ fācái		Congratulations. I wish you wealth
B2L15-I-18	好了	hǎo le		OK
B2L15-II-01	節日	jiérì	N	holiday, festival
B2L15-II-02	打掃	dǎsǎo	V	to clean up (must include sweeping)
B2L15-II-03	另外	lìngwài	Conj	in addition
B2L15-II-04	春聯	chūnlián	N	New Year's couplets (with calligraphy, in doublets)
B2L15-II-05	除夕	chúxì	N	Lunar New Year's Eve
B2L15-II-06	年糕	niángāo	N	new year rice cake
B2L15-II-07	橘子	júzi	N	orange, tangerine
B2L15-II-08	守歲	shǒusuì	Vi	to stay up waiting for the arrival of the New Year
B2L15-II-09	說法	shuōfǎ	N	way of saying things, a theory
B2L15-II-10	晚	wǎn	Vs	late
B2L15-II-11	活	huó	Vs	to live, to stay active
B2L15-II-12	平安	píng'ān	Vs	peaceful, eventless
B2L15-II-13	出門	chūmén	V-sep	to go out, to leave the house
B2L15-II-14	拜年	bàinián	V-sep	to pay a New Year visit
B2L15-II-15	又	yòu	Adv	again
B2L15-II-16	起來	qǐlái	Ptc	As a resultative particle, it indicates the beginning of an action of state
B2L15-II-17	華人	Huárén		Chinese, a person of Chinese ethnicity
B2L15-II-18	貼上	tiēshàng		to stick on (the wall)
B2L15-II-19	年年有餘	niánniányǒuyú		abundance every year
B2L15-II-20	步步高升	bùbù gāoshēng		to rise in social rank
B2L15-II-21	大吉大利	dàjí dàlì		great wishes for the new year
B2L15-II-22	放鞭炮	fàng biānpào		to set off firecrackers
B2L15-II-23	大年初一	dànián chūyī		first day of the Lunar New Year
B2L15-II-24	大年初五	dànián chūwǔ		fifth day of the Lunar New Year
B3L01-I-01	安德思	Ān Désī		a man from Honduras
B3L01-I-02	羅珊蒂	Luó Shāndì		a woman from Indonesia
B3L01-I-03	何雅婷	Hé Yǎtíng		a woman from Taiwan
B3L01-I-04	開學	kāixué	Vp	(school) to start
B3L01-I-05	班	bān	N	class, i.e., the students (not the classroom or the course)
B3L01-I-06	新生	xīnshēng	N	new student
B3L01-I-07	嚴	yán	Vs	strict, stern
B3L01-I-08	口試	kǒushì	N	oral test
B3L01-I-09	筆試	bǐshì	N	written test
B3L01-I-10	以外	yǐwài	N	except, other than
B3L01-I-11	口頭	kǒutóu	Vs-attr	verbal, oral
B3L01-I-12	報告	bàogào	N	report
B3L01-I-13	壓力	yālì	N	pressure, stress
B3L01-I-14	說明	shuōmíng	N	instructions, explanation
B3L01-I-15	清楚	qīngchǔ	Vs	clear(ly)
B3L01-I-16	位子	wèizi	N	seat, place
B3L01-I-17	旁聽	pángtīng	V	to audit,to sit in (on a class)
B3L01-I-18	分	fēn	N	points
B3L01-I-19	羨慕	xiànmù	Vst	to envy
B3L01-I-20	休學	xiūxué	Vp-sep	to take a break from school
B3L01-I-21	用功	yònggōng	Vs	diligent, conscientious (as a student)
B3L01-I-22	行	xíng	Vs	to be all right
B3L01-I-23	轉	zhuǎn	V	to transfer (to a different major)
B3L01-I-24	原來	yuánlái	Adv	originally
B3L01-I-25	會計	kuàijì	N	accounting, an accountant
B3L01-I-26	熱門	rèmén	Vs	highly popular
B3L01-I-27	熬夜	áoyè	V-sep	to stay up all night, to burn the midnight oil
B3L01-I-28	當	dàng	V	to fail a course
B3L01-I-29	恐怕	kǒngpà	Adv	(I am) afraid that, probably
B3L01-I-30	口才	kǒucái	N	speaking skills
B3L01-I-31	事	shì	N	issue, matter, event, thing
B3L01-I-32	遲到	chídào	Vp	to be late (in arrival)
B3L01-I-33	差一點	chà yì diǎn		barely, nearly, almost
B3L01-I-34	這樣下去	zhèyàng xiàqù		if it goes on like this
B3L01-I-35	沒辦法	méi bànfǎ		there's no way, there's nothing that can be done
B3L01-II-01	獨生女	dúshēngnǚ	N	only child (girl)
B3L01-II-02	私立	sīlì	Vs-attr	private
B3L01-II-03	理想	lǐxiǎng	Vs	ideal, aspired
B3L01-II-04	合	hé	Vst	to tally with, to match
B3L01-II-05	痛苦	tòngkǔ	Vs	painful
B3L01-II-06	科系	kēxì	N	(academic) department
B3L01-II-07	放棄	fàngqì	V	to give up
B3L01-II-08	不管	bùguǎn	Conj	no matter, regardless of
B3L01-II-09	反對	fǎnduì	Vst	to oppose, to be against
B3L01-II-10	個性	gèxìng	N	personality
B3L01-II-11	活潑	huópō	Vs	lively, bubbly, vivacious
B3L01-II-12	外語	wàiyǔ	N	foreign language
B3L01-II-13	擔心	dānxīn	Vst	to worry about, to fret over with
B3L01-II-14	填	tián	V	to fill out (a form)
B3L01-II-15	表	biǎo	N	a form
B3L01-II-16	辦	bàn	V	to deal with
B3L01-II-17	手續	shǒuxù	N	procedures
B3L01-II-18	申請	shēnqǐng	V	to apply for
B3L01-II-19	成績單	chéngjī dān	N	report card, transcripts
B3L01-II-20	考上	kǎoshàng		to test into
B3L01-II-21	推薦信	tuījiàn xìn		a letter of recommendation
B3L02-I-01	起	qǐ	Vp	starting from
B3L02-I-02	外套	wàitào	N	coat, jacket
B3L02-I-03	一般	yìbān	Adv	generally; in general
B3L02-I-04	商品	shāngpǐn	N	goods, commodities
B3L02-I-05	折扣	zhékòu	N	discount
B3L02-I-06	省	shěng	V	to save, to put away
B3L02-I-07	牌子	páizi	N	brand
B3L02-I-08	品質	pǐnzhí	N	quality
B3L02-I-09	選擇	xuǎnzé	N	choices
B3L02-I-10	樣子	yàngzi	N	appearance, looks
B3L02-I-11	摸	mō	V	to feel, to touch
B3L02-I-12	店員	diànyuán	N	salesperson, store employee, clerk
B3L02-I-13	短	duǎn	Vs	short
B3L02-I-14	羊毛	yángmáo	N	lamb's wool
B3L02-I-15	暖和	nuǎnhuo	Vs	warm
B3L02-I-16	打折	dǎzhé	V-sep	to offer a discount
B3L02-I-17	原價	yuánjià	N	original price
B3L02-I-18	刷卡	shuākǎ	V-sep	to swipe, i.e., use a credit card
B3L02-I-19	現金	xiànjīn	N	cash
B3L02-I-20	麻煩	máfán	V	please (lit. allow me to trouble you)
B3L02-I-21	簽名	qiānmíng	V-sep	to sign
B3L02-I-22	破洞	pòdòng	Vp-sep	to have a hole
B3L02-I-23	發票	fāpiào	N	receipt
B3L02-I-24	弄	nòng	V	(pro-verb) to cause, to do
B3L02-I-25	退	tuì	V	to return (purchases)
B3L02-I-26	換	huàn	V	to exchange
B3L02-I-27	店長	diànzhǎng	N	store manager
B3L02-I-28	週年慶	zhōunián qìng		anniversary
B3L02-I-29	一般來說	yìbān láishuō		generally speaking
B3L02-I-30	試穿	shì chuān		to try on (garments)
B3L02-I-31	打完折	dǎ wán zhé		after discount
B3L02-I-32	弄丟	nòng diū		to lose (cannot find something)
B3L02-II-01	購物	gòuwù	Vi	to go shopping
B3L02-II-02	糾紛	jiūfēn	N	dispute
B3L02-II-03	電信	diànxìn	N	telecommunications
B3L02-II-04	門市	ménshì	N	retail outlet
B3L02-II-05	居留證	jūliúzhèng	N	Alien Resident Certificate (ARC in Taiwan)
B3L02-II-06	月租型	yuèzūxíng	N	a monthly plan
B3L02-II-07	帳單	zhàngdān	N	bill
B3L02-II-08	並	bìng	Adv	contrary to assumption (followed by a negative statement)
B3L02-II-09	包括	bāokuò	V	to include
B3L02-II-10	解釋	jiěshì	N/V	explanation, to explain
B3L02-II-11	顧客	gùkè	N	customer
B3L02-II-12	尤其	yóuqí	Adv	especially, in particular
B3L02-II-13	騙	piàn	V	to cheat, to swindle
B3L02-II-14	頓	dùn	M	verbal measure word for a duration of action
B3L02-II-15	辦法	bànfǎ	N	solution
B3L02-II-16	自動	zìdòng	Adv	by itself, on its own, automatically
B3L02-II-17	關機	guānjī	Vp-sep	to turn off, to shut down
B3L02-II-18	修理	xiūlǐ	V	to repair
B3L02-II-19	繳費	jiǎofèi	V-sep	to pay a fee
B3L02-II-20	預付卡	yùfù kǎ		prepaid SIM card
B3L02-II-21	換成	huàn chéng		to change to
B3L02-II-22	吃到飽	chī dào bǎo		unlimited data (lit. all you can eat)
B3L02-II-23	嚇一跳	xià yí tiào		shocked, startled, taken aback
B3L02-II-24	客服中心	kèfú zhōngxīn		customer service center
B3L03-I-01	陳敏萱	Chén Mǐnxuān		A woman from the Netherlands
B3L03-I-02	高橋健太	Gāoqiáo Jiàntài		A man from Japan
B3L03-I-03	空氣	kōngqì	N	air
B3L03-I-04	影響	yǐngxiǎng	N	influence
B3L03-I-05	穩定	wěndìng	Vs	stable
B3L03-I-06	幸虧	xìngkuī	Adv	fortunately
B3L03-I-07	躲	duǒ	Vi	to hide, to go into hiding
B3L03-I-08	度	dù	M	degree
B3L03-I-09	溫度	wēndù	N	temperature
B3L03-I-10	零下	língxià	Vs-attr	below zero
B3L03-I-11	感覺	gǎnjué	Vst	to feel
B3L03-I-12	實際	shíjì	Vs	actual
B3L03-I-13	難怪	nánguài	Adv	it's no wonder, no wonder
B3L03-I-14	季節	jìjié	N	season
B3L03-I-15	火鍋	huǒguō	N	hotpot
B3L03-I-16	海鮮	hǎixiān	N	seafood
B3L03-I-17	新鮮	xīnxiān	Vs	fresh
B3L03-I-18	櫻花	yīnghuā	N	cherry blossom
B3L03-I-19	變化	biànhuà	N	change
B3L03-I-20	氣溫	qìwēn	N	temperature (weather)
B3L03-I-21	差	chā	Vst	to differ
B3L03-I-22	幾乎	jīhū	Adv	almost
B3L03-I-23	乾	gān	Vs	dry
B3L03-I-24	發霉	fāméi	Vp-sep	to mildew
B3L03-I-25	除濕機	chúshījī	N	dehumidifier
B3L03-I-26	雨季	yǔjì	N	rainy season
B3L03-I-27	涼快	liángkuài	Vs	cool
B3L03-I-28	潮濕	cháoshī	Vs	humid
B3L03-I-29	悶	mēn	Vs	stuffy
B3L03-I-30	冷氣	lěngqì	N	air conditioning
B3L03-I-31	荷蘭	Hélán		the Netherlands (lit. Holland)
B3L03-I-32	出大太陽	chūdàtàiyáng		to be blazing hot
B3L03-I-33	颳風	guā fēng		to be windy (lit. blow wind)
B3L03-I-34	受到	shòu dào		to receive, to be, to get
B3L03-I-35	受不了	shòu bù liǎo		can't stand it
B3L03-I-36	餓死了	è sǐle		to starve to death (an exaggeration)
B3L03-I-37	後母臉	hòumǔ liǎn		stepmother's face, i.e., stern and cruel look
B3L03-II-01	祖先	zǔxiān	N	ancestor
B3L03-II-02	移民	yímín	Vi	to immigrate, to emigrate
B3L03-II-03	當中	dāngzhōng	N	of, amongst
B3L03-II-04	根據	gēnjù	Prep	based on, in accordance with, according to
B3L03-II-05	農曆	nónglì	N	the lunar calendar (lit. the agricultural calendar)
B3L03-II-06	農業	nóngyè	N	agriculture
B3L03-II-07	農人	nóngrén	N	farmer
B3L03-II-08	難得	nándé	Vs	hard-to-come-by, rare
B3L03-II-09	祭祖	jìzǔ	Vi	to venerate ancestors
B3L03-II-10	拜	bài	V	to honor, to pay homage to
B3L03-II-11	神	shén	N	gods, divinities
B3L03-II-12	拜拜	bàibài	Vi	to present offerings to gods or ancestors
B3L03-II-13	蚊蟲	wénchóng	N	mosquitoes and other insects
B3L03-II-14	戴	dài	V	to wear (items other than those that cover the torso, legs, or feet. mostly ornamental items.)
B3L03-II-15	香包	xiāngbāo	N	fragrant sachet
B3L03-II-16	掛	guà	V	to hang
B3L03-II-17	瘟疫	wēnyì	N	pestilence, plague
B3L03-II-18	做法	zuòfǎ	N	method, way of doing something
B3L03-II-19	多少	duōshǎo	Adv	somewhat
B3L03-II-20	作用	zuòyòng	N	effect
B3L03-II-21	迷信	míxìn	N	superstition
B3L03-II-22	收成	shōuchéng	N	harvest
B3L03-II-23	民族	mínzú	N	ethnic group
B3L03-II-24	月亮	yuèliàng	N	moon
B3L03-II-25	圓	yuán	Vs	round
B3L03-II-26	社會	shèhuì	N	society
B3L03-II-27	團聚	tuánjù	Vi	to get-together, to reunite; reunion of family members (in this lesson)
B3L03-II-28	月餅	yuèbǐng	N	moon cake (shaped like the moon)
B3L03-II-29	柚子	yòuzi	N	pomelo
B3L03-II-30	故事	gùshì	N	story
B3L03-II-31	溫馨	wēnxīn	Vs	warm, heartwarming
B3L03-II-32	端午節	Duānwǔ jié		the Dragon Boat Festival (the 5 th day of the 5th month)
B3L03-II-33	中秋節	Zhōngqiū jié		the Mid-autumn Moon Festival (the 15th day the 8th month) of
B3L03-II-34	雄黃酒	xiónghuáng jiǔ		·realgar liquor, a wine seasoned with realgar, a type of arsenic, and is traditionally considered to be an antidote to other
B3L03-II-35	古時候	gǔ shíhòu		historically; in ancient times
B3L03-II-36	趕走	gǎn zǒu		to drive away
B3L03-II-37	過節	guò jié		to spend the holiday in some manner
B3L04-I-01	愛	ài	Vst	to love
B3L04-I-02	人情味	rénqíngwèi	N	to be hospitable, kind, friendly
B3L04-I-03	放	fàng	V	to release
B3L04-I-04	天燈	tiāndēng	N	sky lantern
B3L04-I-05	願望	yuànwàng	N	wish
B3L04-I-06	訊號	xùnhào	N	signal (data connection)
B3L04-I-07	元宵	yuánxiāo	N	sweet sticky rice dumplings
B3L04-I-08	牆	qiáng	N	wall
B3L04-I-09	耐心	nàixīn	N	patience
B3L04-I-10	感動	gǎndòng	Vs	to be touched, moved
B3L04-I-11	擔仔麵	dànzǎimiàn	N	danzai noodles (special dish from Tainan)
B3L04-I-12	招牌	zhāopái	N	store sign
B3L04-I-13	當地	dāngdì	Vs-attr	local
B3L04-I-14	賺	zhuàn	V	to earn
B3L04-I-15	而	ér	Adv	on the other hand, rather,
B3L04-I-16	交	jiāo	V	to make (friends)
B3L04-I-17	理想	lǐxiǎng	N	ideals, aspirations
B3L04-I-18	剛剛	gānggang	Adv	just now
B3L04-I-19	改天	gǎitiān	Adv	some other day
B3L04-I-20	無聊	wúliáo	Vs	boring, dull
B3L04-I-21	東區	dōngqū	N	the East District (of Taipei)
B3L04-I-22	煙火	yānhuǒ	N	fireworks
B3L04-I-23	跨年	kuànián	Vi	welcome in the (solar) New Year (lit. span years) the
B3L04-I-24	種類	zhǒnglèi	N	type, category
B3L04-I-25	價錢	jiàqián	N	price
B3L04-I-26	感覺	gǎnjué	N	feeling; a feeling of
B3L04-I-27	雞排	jīpái	N	chicken fillet
B3L04-I-28	口	kǒu	M	mouthful
B3L04-I-29	紅茶	hóngchá	N	black tea (lit. red tea)
B3L04-I-30	平溪	Píngxī		Pingxi, a town in northern Taiwan
B3L04-I-31	元宵節	Yuánxiāo jié		the Lantern Festival (15th day of the 1st month)
B3L04-I-32	孔廟	Kǒngmiào		Confucian Temple
B3L04-I-33	校外教學	xiàowài jiāoxué		field trip, class excursion
B3L04-I-34	碰到	pèngdào		to run into
B3L04-I-35	水煎包	shuǐjiān bāo		pan-fried pork bun
B3L04-II-01	同事	tóngshì	N	colleague, coworker
B3L04-II-02	美食	měishí	N	delicacies, delicious foods
B3L04-II-03	上	shàng	V	to go up to
B3L04-II-04	泡	pào	V	to steep (tea) / to soak oneself in, i.e., to in bath
B3L04-II-05	錯過	cuòguò	Vpt	to miss (an opportunity)
B3L04-II-06	營業	yíngyè	Vi	to open for business, in operation (businesses)
B3L04-II-07	夜景	yèjǐng	N	night view
B3L04-II-08	古老	gǔlǎo	Vs	ancient, antiquated
B3L04-II-09	古蹟	gǔjī	N	historical site
B3L04-II-10	重視	zhòngshì	Vst	to place emphasis on, to lay stress on, to value
B3L04-II-11	歷史	lìshǐ	N	history
B3L04-II-12	風俗	fēngsú	N	customs
B3L04-II-13	習慣	xíguàn	N	habit
B3L04-II-14	道地	dàodì	Vs	authentic
B3L04-II-15	粥	zhōu	N	congee, watery rice
B3L04-II-16	講究	jiǎngjiù	Vst	to be discriminating in, to be discerning, meticulous
B3L04-II-17	頓	dùn	M	measure word for the duration of a meal
B3L04-II-18	速度	sùdù	N	speed
B3L04-II-19	窄	zhǎi	Vs	narrow
B3L04-II-20	街道	jiēdào	N	street
B3L04-II-21	蓋	gài	V	to build, to erect
B3L04-II-22	待	dāi	Vi	to stay, to remain
B3L04-II-23	欣賞	xīnshǎng	V	to appreciate, to enjoy
B3L04-II-24	美麗	měilì	Vs	beautiful
B3L04-II-25	鈴木	Língmù		Japanese last name: Lingmu (Japanese: Suzuki)
B3L04-II-26	赤崁樓	Chìkǎn lóu		Chihkan Tower, a.k.a. Fort Provintia built by the Dutch, in Tainan, in the 17th (stronghold century)
B3L04-II-27	留下來	liú xià lái		to leave behind
B3L04-II-28	木造	mùzào		wooden; made from wood
B3L04-II-29	非去不可	fēiqù bùkě		Visiting (it) is a must!!
B3L05-I-01	流行	liúxíng	Vst	popular
B3L05-I-02	唉	āi	Ptc	Oh no! Oh boy!
B3L05-I-03	演唱會	yǎnchànghuì	N	concert
B3L05-I-04	塞車	sāichē	Vs	net congestion, jam
B3L05-I-05	上線	shàngxiàn	V-sep	to log in, go online
B3L05-I-06	成功	chénggōng	Vp	to succeed
B3L05-I-07	倒楣	dǎoméi	Vs	out of luck, down on one's luck
B3L05-I-08	樂團	yuètuán	N	(music) band
B3L05-I-09	唱	chàng	V	to sing
B3L05-I-10	興奮	xīngfèn	Vs	excited
B3L05-I-11	迷	mí	Vst	to be enamored with, be into, be enchanted by, be obsessed with
B3L05-I-12	歌詞	gēcí	N	lyrics
B3L05-I-13	難過	nánguò	Vs	sad
B3L05-I-14	不如	bùrú	Vst	inferior to
B3L05-I-15	現場	xiànchǎng	N	live; lit. on-site
B3L05-I-16	跳	tiào	Vi	to jump
B3L05-I-17	整	zhěng	Det	entire, whole
B3L05-I-18	震動	zhèndòng	Vi	to vibrate, to shake
B3L05-I-19	漫畫	mànhuà	N	comics
B3L05-I-20	內容	nèiróng	N	content
B3L05-I-21	色情	sèqíng	Vs	pornographic; obscene
B3L05-I-22	放鬆	fàngsōng	Vst	to relax
B3L05-I-23	心情	xīnqíng	N	mood
B3L05-I-24	五月天	Wǔyuètiān		Mayday (name of a Taiwanese rock band)
B3L05-I-25	算了	suàn le		forget it; let it be!
B3L05-I-26	受歡迎	shòu huānyíng		well-received; well-liked; popular
B3L05-I-27	擠滿	jǐmǎn		crowded with, packed with
B3L05-I-28	租書店	zūshū diàn		book rental store
B3L05-I-29	平板電腦	píngbǎn diànnǎo		tablet computer
B3L05-I-30	智慧型手機	zhìhuìxíng shǒujī		smartphone
B3L05-I-31	殺時間	shā shíjiān		to kill time
B3L05-I-32	漫畫展	mànhuà zhǎn		comic (book) exhibition
B3L05-I-33	來不及	lái bù jí		not be in time for, not make it on time
B3L05-II-01	撞衫	zhuàngshān	Vs	"""wardrobe clash"", more than one person unintentionally wearing duplicate garments"
B3L05-II-02	它	tā	N	it
B3L05-II-03	塞	sāi	V	to stuff, cram, squeeze (into)
B3L05-II-04	當季	dāngjì	N	in season
B3L05-II-05	款式	kuǎnshì	N	style (of clothes)
B3L05-II-06	連續劇	liánxùjù	N	TV series
B3L05-II-07	主角	zhǔjiǎo	N	leading role, leading actor
B3L05-II-08	甜美	tiánměi	Vs	sweet and cute, lovely
B3L05-II-09	寄	jì	V	to mail
B3L05-II-10	居然	jūrán	Adv	unexpectedly, counter to assumption
B3L05-II-11	害	hài	V	adversely impacting somebody so that they
B3L05-II-12	既然	jìrán	Conj	since, given that
B3L05-II-13	服裝	fúzhuāng	N	clothing, garments
B3L05-II-14	媒體	méitǐ	N	the media
B3L05-II-15	方式	fāngshì	N	method, ways
B3L05-II-16	吸引	xīyǐn	Vst	to attract, to draw
